Scenario,LUCC,Model,Region,Years,Metric,Taxa,Units,Value,Scale,Family,Source,Original_model_metric
SSP1xRCP2.6,LUCC,AIM,Global,2015-2050,Habitat extent (full dispersal),Birds,%,-3.171753504,GammaGlobal,Hgamma,CSV,Zgamma_FullD
SSP3xRCP6.0,LUCC,AIM,Global,2015-2050,Habitat extent (full dispersal),Birds,%,-3.801197111,GammaGlobal,Hgamma,CSV,Zgamma_FullD
SSP5xRCP8.5,LUCC,AIM,Global,2015-2050,Habitat extent (full dispersal),Birds,%,-7.882212956,GammaGlobal,Hgamma,CSV,Zgamma_FullD
Historical,LU,AIM,Global,1900-2015,Habitat extent (full dispersal),Mammals,%,-0.676969,GammaGlobal,Hgamma,CSV,Zgamma_FullD
SSP1xRCP2.6,LU,AIM,Global,2015-2050,Habitat extent (full dispersal),Mammals,%,-0.330759682,GammaGlobal,Hgamma,CSV,Zgamma_FullD
SSP3xRCP6.0,LU,AIM,Global,2015-2050,Habitat extent (full dispersal),Mammals,%,4.749881852,GammaGlobal,Hgamma,CSV,Zgamma_FullD
SSP5xRCP8.5,LU,AIM,Global,2015-2050,Habitat extent (full dispersal),Mammals,%,0.808274737,GammaGlobal,Hgamma,CSV,Zgamma_FullD
SSP1xRCP2.6,LUCC,AIM,Global,2015-2050,Habitat extent (full dispersal),Mammals,%,-1.880535059,GammaGlobal,Hgamma,CSV,Zgamma_FullD
SSP3xRCP6.0,LUCC,AIM,Global,2015-2050,Habitat extent (full dispersal),Mammals,%,3.854389481,GammaGlobal,Hgamma,CSV,Zgamma_FullD
SSP5xRCP8.5,LUCC,AIM,Global,2015-2050,Habitat extent (full dispersal),Mammals,%,-3.00067927,GammaGlobal,Hgamma,CSV,Zgamma_FullD
Historical,LU,AIM,Global,1900-2015,Habitat extent (full dispersal),Plants,%,-7.053276,GammaGlobal,Hgamma,CSV,Zgamma_FullD
SSP1xRCP2.6,LU,AIM,Global,2015-2050,Habitat extent (full dispersal),Plants,%,-1.118563478,GammaGlobal,Hgamma,CSV,Zgamma_FullD
SSP3xRCP6.0,LU,AIM,Global,2015-2050,Habitat extent (full dispersal),Plants,%,1.065046854,GammaGlobal,Hgamma,CSV,Zgamma_FullD
SSP5xRCP8.5,LU,AIM,Global,2015-2050,Habitat extent (full dispersal),Plants,%,0.277744331,GammaGlobal,Hgamma,CSV,Zgamma_FullD
SSP1xRCP2.6,LUCC,AIM,Global,2015-2050,Habitat extent (full dispersal),Plants,%,-0.293023152,GammaGlobal,Hgamma,CSV,Zgamma_FullD
SSP3xRCP6.0,LUCC,AIM,Global,2015-2050,Habitat extent (full dispersal),Plants,%,1.550448546,GammaGlobal,Hgamma,CSV,Zgamma_FullD
SSP5xRCP8.5,LUCC,AIM,Global,2015-2050,Habitat extent (full dispersal),Plants,%,-2.538229435,GammaGlobal,Hgamma,CSV,Zgamma_FullD
Historical,LU,AIM,Global,1900-2015,Habitat extent (full dispersal),Reptiles,%,-4.604978,GammaGlobal,Hgamma,CSV,Zgamma_FullD
SSP1xRCP2.6,LU,AIM,Global,2015-2050,Habitat extent (full dispersal),Reptiles,%,-0.701261399,GammaGlobal,Hgamma,CSV,Zgamma_FullD
SSP3xRCP6.0,LU,AIM,Global,2015-2050,Habitat extent (full dispersal),Reptiles,%,1.000396357,GammaGlobal,Hgamma,CSV,Zgamma_FullD
SSP5xRCP8.5,LU,AIM,Global,2015-2050,Habitat extent (full dispersal),Reptiles,%,2.4875407,GammaGlobal,Hgamma,CSV,Zgamma_FullD
SSP1xRCP2.6,LUCC,AIM,Global,2015-2050,Habitat extent (full dispersal),Reptiles,%,3.452940329,GammaGlobal,Hgamma,CSV,Zgamma_FullD
SSP3xRCP6.0,LUCC,AIM,Global,2015-2050,Habitat extent (full dispersal),Reptiles,%,7.199420736,GammaGlobal,Hgamma,CSV,Zgamma_FullD
SSP5xRCP8.5,LUCC,AIM,Global,2015-2050,Habitat extent (full dispersal),Reptiles,%,7.595544397,GammaGlobal,Hgamma,CSV,Zgamma_FullD
Historical,LU,AIM,Global,1900-2015,Habitat extent (no dispersal),All,%,-12.263095,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP1xRCP2.6,LU,AIM,Global,2015-2050,Habitat extent (no dispersal),All,%,-3.294160395,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP3xRCP6.0,LU,AIM,Global,2015-2050,Habitat extent (no dispersal),All,%,-3.558632169,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP5xRCP8.5,LU,AIM,Global,2015-2050,Habitat extent (no dispersal),All,%,-2.941130477,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP1xRCP2.6,LUCC,AIM,Global,2015-2050,Habitat extent (no dispersal),All,%,-10.62112452,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP3xRCP6.0,LUCC,AIM,Global,2015-2050,Habitat extent (no dispersal),All,%,-12.41988367,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP5xRCP8.5,LUCC,AIM,Global,2015-2050,Habitat extent (no dispersal),All,%,-17.32886339,GammaGlobal,Hgamma,CSV,Zgamma_NoD
Historical,LU,AIM,Global,1900-2015,Habitat extent (no dispersal),Amphibians,%,-15.853615,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP1xRCP2.6,LU,AIM,Global,2015-2050,Habitat extent (no dispersal),Amphibians,%,-5.15549134,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP3xRCP6.0,LU,AIM,Global,2015-2050,Habitat extent (no dispersal),Amphibians,%,-4.886468184,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP5xRCP8.5,LU,AIM,Global,2015-2050,Habitat extent (no dispersal),Amphibians,%,-3.708860931,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP1xRCP2.6,LUCC,AIM,Global,2015-2050,Habitat extent (no dispersal),Amphibians,%,-13.14730109,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP3xRCP6.0,LUCC,AIM,Global,2015-2050,Habitat extent (no dispersal),Amphibians,%,-14.22138603,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP5xRCP8.5,LUCC,AIM,Global,2015-2050,Habitat extent (no dispersal),Amphibians,%,-17.56677016,GammaGlobal,Hgamma,CSV,Zgamma_NoD
Historical,LU,AIM,Global,1900-2015,Habitat extent (no dispersal),Birds,%,-11.008053,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP1xRCP2.6,LU,AIM,Global,2015-2050,Habitat extent (no dispersal),Birds,%,-2.592269501,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP3xRCP6.0,LU,AIM,Global,2015-2050,Habitat extent (no dispersal),Birds,%,-3.114023042,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP5xRCP8.5,LU,AIM,Global,2015-2050,Habitat extent (no dispersal),Birds,%,-2.612363823,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP1xRCP2.6,LUCC,AIM,Global,2015-2050,Habitat extent (no dispersal),Birds,%,-9.791242948,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP3xRCP6.0,LUCC,AIM,Global,2015-2050,Habitat extent (no dispersal),Birds,%,-11.95065312,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP5xRCP8.5,LUCC,AIM,Global,2015-2050,Habitat extent (no dispersal),Birds,%,-17.10319914,GammaGlobal,Hgamma,CSV,Zgamma_NoD
Historical,LU,AIM,Global,1900-2015,Habitat extent (no dispersal),Mammals,%,-10.314441,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP1xRCP2.6,LU,AIM,Global,2015-2050,Habitat extent (no dispersal),Mammals,%,-3.157343251,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP3xRCP6.0,LU,AIM,Global,2015-2050,Habitat extent (no dispersal),Mammals,%,-3.104766687,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP5xRCP8.5,LU,AIM,Global,2015-2050,Habitat extent (no dispersal),Mammals,%,-2.541107322,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP1xRCP2.6,LUCC,AIM,Global,2015-2050,Habitat extent (no dispersal),Mammals,%,-10.50485392,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP3xRCP6.0,LUCC,AIM,Global,2015-2050,Habitat extent (no dispersal),Mammals,%,-11.96482445,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP5xRCP8.5,LUCC,AIM,Global,2015-2050,Habitat extent (no dispersal),Mammals,%,-16.8719787,GammaGlobal,Hgamma,CSV,Zgamma_NoD
Historical,LU,AIM,Global,1900-2015,Habitat extent (no dispersal),Plants,%,-15.630555,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP1xRCP2.6,LU,AIM,Global,2015-2050,Habitat extent (no dispersal),Plants,%,-4.473398367,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP3xRCP6.0,LU,AIM,Global,2015-2050,Habitat extent (no dispersal),Plants,%,-4.923304116,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP5xRCP8.5,LU,AIM,Global,2015-2050,Habitat extent (no dispersal),Plants,%,-4.282020182,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP1xRCP2.6,LUCC,AIM,Global,2015-2050,Habitat extent (no dispersal),Plants,%,-12.1670893,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP3xRCP6.0,LUCC,AIM,Global,2015-2050,Habitat extent (no dispersal),Plants,%,-14.09112566,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP5xRCP8.5,LUCC,AIM,Global,2015-2050,Habitat extent (no dispersal),Plants,%,-19.3029684,GammaGlobal,Hgamma,CSV,Zgamma_NoD
Historical,LU,AIM,Global,1900-2015,Habitat extent (no dispersal),Reptiles,%,-14.872417,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP1xRCP2.6,LU,AIM,Global,2015-2050,Habitat extent (no dispersal),Reptiles,%,-5.054438735,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP3xRCP6.0,LU,AIM,Global,2015-2050,Habitat extent (no dispersal),Reptiles,%,-3.015971981,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP5xRCP8.5,LU,AIM,Global,2015-2050,Habitat extent (no dispersal),Reptiles,%,-1.648109949,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP1xRCP2.6,LUCC,AIM,Global,2015-2050,Habitat extent (no dispersal),Reptiles,%,-11.52052708,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP3xRCP6.0,LUCC,AIM,Global,2015-2050,Habitat extent (no dispersal),Reptiles,%,-10.30487724,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP5xRCP8.5,LUCC,AIM,Global,2015-2050,Habitat extent (no dispersal),Reptiles,%,-13.0310448,GammaGlobal,Hgamma,CSV,Zgamma_NoD
SSP1xRCP2.6,LU,AIM,Global,2015-2050,"Species richness (diversity-weighted, full dispersal)",All,%,0.65234876,Alpha,SSalpha,Raster,Diversity-change_FullD
SSP3xRCP6.0,LU,AIM,Global,2015-2050,"Species richness (diversity-weighted, full dispersal)",All,%,0.354412698,Alpha,SSalpha,Raster,Diversity-change_FullD
SSP5xRCP8.5,LU,AIM,Global,2015-2050,"Species richness (diversity-weighted, full dispersal)",All,%,0.542347208,Alpha,SSalpha,Raster,Diversity-change_FullD
SSP1xRCP2.6,LUCC,AIM,Global,2015-2050,"Species richness (diversity-weighted, full dispersal)",All,%,-0.74909458,Alpha,SSalpha,Raster,Diversity-change_FullD
SSP3xRCP6.0,LUCC,AIM,Global,2015-2050,"Species richness (diversity-weighted, full dispersal)",All,%,-1.218027789,Alpha,SSalpha,Raster,Diversity-change_FullD
SSP5xRCP8.5,LUCC,AIM,Global,2015-2050,"Species richness (diversity-weighted, full dispersal)",All,%,-2.931749595,Alpha,SSalpha,Raster,Diversity-change_FullD
SSP1xRCP2.6,LU,AIM,Global,2015-2050,"Species richness (diversity-weighted, no dispersal)",All,%,-1.091835444,Alpha,SSalpha,Raster,Diversity-change_NoD
SSP3xRCP6.0,LU,AIM,Global,2015-2050,"Species richness (diversity-weighted, no dispersal)",All,%,-1.893574515,Alpha,SSalpha,Raster,Diversity-change_NoD
SSP5xRCP8.5,LU,AIM,Global,2015-2050,"Species richness (diversity-weighted, no dispersal)",All,%,-1.386456659,Alpha,SSalpha,Raster,Diversity-change_NoD
SSP1xRCP2.6,LUCC,AIM,Global,2015-2050,"Species richness (diversity-weighted, no dispersal)",All,%,-6.156301148,Alpha,SSalpha,Raster,Diversity-change_NoD
SSP3xRCP6.0,LUCC,AIM,Global,2015-2050,"Species richness (diversity-weighted, no dispersal)",All,%,-7.879529713,Alpha,SSalpha,Raster,Diversity-change_NoD
SSP5xRCP8.5,LUCC,AIM,Global,2015-2050,"Species richness (diversity-weighted, no dispersal)",All,%,-11.05025038,Alpha,SSalpha,Raster,Diversity-change_NoD
Historical,LU,AIM,Global,1900-2015,Species richness (full dispersal),All,%,-0.506046982,Alpha,Salpha,Raster,Diversity-change_FullD
SSP1xRCP2.6,LU,AIM,Global,2015-2050,Species richness (full dispersal),All,%,0.509281809,Alpha,Salpha,Raster,Diversity-change_FullD
SSP3xRCP6.0,LU,AIM,Global,2015-2050,Species richness (full dispersal),All,%,0.316370697,Alpha,Salpha,Raster,Diversity-change_FullD
SSP5xRCP8.5,LU,AIM,Global,2015-2050,Species richness (full dispersal),All,%,0.469622433,Alpha,Salpha,Raster,Diversity-change_FullD
SSP1xRCP2.6,LUCC,AIM,Global,2015-2050,Species richness (full dispersal),All,%,-0.132538032,Alpha,Salpha,Raster,Diversity-change_FullD
SSP3xRCP6.0,LUCC,AIM,Global,2015-2050,Species richness (full dispersal),All,%,-0.164538998,Alpha,Salpha,Raster,Diversity-change_FullD
SSP5xRCP8.5,LUCC,AIM,Global,2015-2050,Species richness (full dispersal),All,%,-0.870898719,Alpha,Salpha,Raster,Diversity-change_FullD
Historical,LU,AIM,Global,1900-2015,Species richness (no dispersal),All,%,-3.600470437,Alpha,Salpha,Raster,Diversity-change_NoD
SSP1xRCP2.6,LU,AIM,Global,2015-2050,Species richness (no dispersal),All,%,-0.825943014,Alpha,Salpha,Raster,Diversity-change_NoD
SSP3xRCP6.0,LU,AIM,Global,2015-2050,Species richness (no dispersal),All,%,-1.340729812,Alpha,Salpha,Raster,Diversity-change_NoD
SSP5xRCP8.5,LU,AIM,Global,2015-2050,Species richness (no dispersal),All,%,-0.910941627,Alpha,Salpha,Raster,Diversity-change_NoD
SSP1xRCP2.6,LUCC,AIM,Global,2015-2050,Species richness (no dispersal),All,%,-5.183429379,Alpha,Salpha,Raster,Diversity-change_NoD
SSP3xRCP6.0,LUCC,AIM,Global,2015-2050,Species richness (no dispersal),All,%,-6.425965786,Alpha,Salpha,Raster,Diversity-change_NoD
SSP5xRCP8.5,LUCC,AIM,Global,2015-2050,Species richness (no dispersal),All,%,-8.879769113,Alpha,Salpha,Raster,Diversity-change_NoD
Historical,LU,AIM,Global,2015,Species richness,All,ABS,9002,GammaGlobal,Sgamma,CSV,Diversity_Current
Historical,LU,AIM,Global,2015,Species richness,Amphibians,ABS,546,GammaGlobal,Sgamma,CSV,Diversity_Current
Historical,LU,AIM,Global,2015,Species richness,Birds,ABS,5121,GammaGlobal,Sgamma,CSV,Diversity_Current
Historical,LU,AIM,Global,2015,Species richness,Mammals,ABS,1213,GammaGlobal,Sgamma,CSV,Diversity_Current
Historical,LU,AIM,Global,2015,Species richness,Plants,ABS,1706,GammaGlobal,Sgamma,CSV,Diversity_Current
Historical,LU,AIM,Global,2015,Species richness,Reptiles,ABS,416,GammaGlobal,Sgamma,CSV,Diversity_Current
Historical,LU,BILBI,Global,1900-2015,Species richness,Plants,%,-6.296224785,GammaGlobal,Sgamma,CSV,pAM
SSP1xRCP2.6,LU,BILBI,Global,2015-2050,Species richness,Plants,%,0.30797246,GammaGlobal,Sgamma,CSV,pAM
SSP3xRCP6.0,LU,BILBI,Global,2015-2050,Species richness,Plants,%,-1.401909416,GammaGlobal,Sgamma,CSV,pAM
SSP5xRCP8.5,LU,BILBI,Global,2015-2050,Species richness,Plants,%,-0.851280102,GammaGlobal,Sgamma,CSV,pAM
SSP1xRCP2.6,LUCC,BILBI,Global,2015-2050,Species richness,Plants,%,-11.30117154,GammaGlobal,Sgamma,CSV,pAM
SSP3xRCP6.0,LUCC,BILBI,Global,2015-2050,Species richness,Plants,%,-14.88567642,GammaGlobal,Sgamma,CSV,pAM
SSP5xRCP8.5,LUCC,BILBI,Global,2015-2050,Species richness,Plants,%,-17.3078254,GammaGlobal,Sgamma,CSV,pAM
Historical,LU,cSAR-iDiv,Global,1900-2015,Species richness (diversity-weighted),Birds,%,4.386341664,Alpha,SSalpha,Raster,SR_local-Global
SSP1xRCP2.6,LU,cSAR-iDiv,Global,2015-2050,Species richness (diversity-weighted),Birds,%,-0.179142035,Alpha,SSalpha,Raster,SR_local-Global
SSP3xRCP6.0,LU,cSAR-iDiv,Global,2015-2050,Species richness (diversity-weighted),Birds,%,0.495693739,Alpha,SSalpha,Raster,SR_local-Global
SSP5xRCP8.5,LU,cSAR-iDiv,Global,2015-2050,Species richness (diversity-weighted),Birds,%,-0.022279474,Alpha,SSalpha,Raster,SR_local-Global
Historical,LU,cSAR-iDiv,Global,1900-2015,Species richness (diversity-weighted),Forest_Birds,%,-6.079056666,Alpha,SSalpha,Raster,SR_local-Global
SSP1xRCP2.6,LU,cSAR-iDiv,Global,2015-2050,Species richness (diversity-weighted),Forest_Birds,%,-0.674962366,Alpha,SSalpha,Raster,SR_local-Global
SSP3xRCP6.0,LU,cSAR-iDiv,Global,2015-2050,Species richness (diversity-weighted),Forest_Birds,%,-2.095397885,Alpha,SSalpha,Raster,SR_local-Global
SSP5xRCP8.5,LU,cSAR-iDiv,Global,2015-2050,Species richness (diversity-weighted),Forest_Birds,%,-2.184048236,Alpha,SSalpha,Raster,SR_local-Global
Historical,LU,cSAR-iDiv,Global,1900-2015,Species richness (diversity-weighted),Other_Birds,%,6.3665467,Alpha,SSalpha,Raster,SR_local-Global
SSP1xRCP2.6,LU,cSAR-iDiv,Global,2015-2050,Species richness (diversity-weighted),Other_Birds,%,-0.09004779,Alpha,SSalpha,Raster,SR_local-Global
SSP3xRCP6.0,LU,cSAR-iDiv,Global,2015-2050,Species richness (diversity-weighted),Other_Birds,%,0.940068258,Alpha,SSalpha,Raster,SR_local-Global
SSP5xRCP8.5,LU,cSAR-iDiv,Global,2015-2050,Species richness (diversity-weighted),Other_Birds,%,0.343399798,Alpha,SSalpha,Raster,SR_local-Global
Historical,LU,cSAR-iDiv,Global,1900-2015,Species richness,Birds,%,3.421667405,Alpha,Salpha,Raster,SR_local-Global
SSP1xRCP2.6,LU,cSAR-iDiv,Global,2015-2050,Species richness,Birds,%,-0.058474411,Alpha,Salpha,Raster,SR_local-Global
SSP3xRCP6.0,LU,cSAR-iDiv,Global,2015-2050,Species richness,Birds,%,0.394480092,Alpha,Salpha,Raster,SR_local-Global
SSP5xRCP8.5,LU,cSAR-iDiv,Global,2015-2050,Species richness,Birds,%,0.055266403,Alpha,Salpha,Raster,SR_local-Global
Historical,LU,cSAR-iDiv,Global,1900-2015,Species richness,Forest_Birds,%,-5.739660171,Alpha,Salpha,Raster,SR_local-Global
SSP1xRCP2.6,LU,cSAR-iDiv,Global,2015-2050,Species richness,Forest_Birds,%,-0.442506117,Alpha,Salpha,Raster,SR_local-Global
SSP3xRCP6.0,LU,cSAR-iDiv,Global,2015-2050,Species richness,Forest_Birds,%,-1.913218618,Alpha,Salpha,Raster,SR_local-Global
SSP5xRCP8.5,LU,cSAR-iDiv,Global,2015-2050,Species richness,Forest_Birds,%,-1.483248909,Alpha,Salpha,Raster,SR_local-Global
Historical,LU,cSAR-iDiv,Global,1900-2015,Species richness,Other_Birds,%,4.723157546,Alpha,Salpha,Raster,SR_local-Global
SSP1xRCP2.6,LU,cSAR-iDiv,Global,2015-2050,Species richness,Other_Birds,%,0.00929079,Alpha,Salpha,Raster,SR_local-Global
SSP3xRCP6.0,LU,cSAR-iDiv,Global,2015-2050,Species richness,Other_Birds,%,0.670720745,Alpha,Salpha,Raster,SR_local-Global
SSP5xRCP8.5,LU,cSAR-iDiv,Global,2015-2050,Species richness,Other_Birds,%,0.305602198,Alpha,Salpha,Raster,SR_local-Global
Historical,LU,cSAR-iDiv,Global,1900-2015,Species richness,Birds,%,-1.627111335,GammaGlobal,Sgamma,CSV,SR_Global
SSP1xRCP2.6,LU,cSAR-iDiv,Global,2015-2050,Species richness,Birds,%,-0.226139262,GammaGlobal,Sgamma,CSV,SR_Global
SSP3xRCP6.0,LU,cSAR-iDiv,Global,2015-2050,Species richness,Birds,%,-0.489577344,GammaGlobal,Sgamma,CSV,SR_Global
SSP5xRCP8.5,LU,cSAR-iDiv,Global,2015-2050,Species richness,Birds,%,-0.43298179,GammaGlobal,Sgamma,CSV,SR_Global
Historical,LU,cSAR-iDiv,Global,1900-2015,Species richness,Forest_Birds,%,-4.35240783,GammaGlobal,Sgamma,CSV,SR_Global
SSP1xRCP2.6,LU,cSAR-iDiv,Global,2015-2050,Species richness,Forest_Birds,%,-0.557687717,GammaGlobal,Sgamma,CSV,SR_Global
SSP3xRCP6.0,LU,cSAR-iDiv,Global,2015-2050,Species richness,Forest_Birds,%,-1.334548294,GammaGlobal,Sgamma,CSV,SR_Global
SSP5xRCP8.5,LU,cSAR-iDiv,Global,2015-2050,Species richness,Forest_Birds,%,-1.148033706,GammaGlobal,Sgamma,CSV,SR_Global
Historical,LU,cSAR-iDiv,Global,1900-2015,Species richness,Other_Birds,%,-0.125688742,GammaGlobal,Sgamma,CSV,SR_Global
SSP1xRCP2.6,LU,cSAR-iDiv,Global,2015-2050,Species richness,Other_Birds,%,-0.051212426,GammaGlobal,Sgamma,CSV,SR_Global
SSP3xRCP6.0,LU,cSAR-iDiv,Global,2015-2050,Species richness,Other_Birds,%,-0.043765902,GammaGlobal,Sgamma,CSV,SR_Global
SSP5xRCP8.5,LU,cSAR-iDiv,Global,2015-2050,Species richness,Other_Birds,%,-0.055717318,GammaGlobal,Sgamma,CSV,SR_Global
Historical,LU,cSAR-IIASA,Global,1900-2015,Species richness,Amphibians,%,-15.44,Alpha,Salpha,CSV,SR
SSP1xRCP2.6,LU,cSAR-IIASA,Global,2015-2050,Species richness,Amphibians,%,-1.91,Alpha,Salpha,CSV,SR
SSP3xRCP6.0,LU,cSAR-IIASA,Global,2015-2050,Species richness,Amphibians,%,-4.31,Alpha,Salpha,CSV,SR
SSP5xRCP8.5,LU,cSAR-IIASA,Global,2015-2050,Species richness,Amphibians,%,-3.43,Alpha,Salpha,CSV,SR
Historical,LU,cSAR-IIASA,Global,1900-2015,Species richness,Birds,%,-5.06,Alpha,Salpha,CSV,SR
SSP1xRCP2.6,LU,cSAR-IIASA,Global,2015-2050,Species richness,Birds,%,-0.43,Alpha,Salpha,CSV,SR
SSP3xRCP6.0,LU,cSAR-IIASA,Global,2015-2050,Species richness,Birds,%,-1.2,Alpha,Salpha,CSV,SR
SSP5xRCP8.5,LU,cSAR-IIASA,Global,2015-2050,Species richness,Birds,%,-1.15,Alpha,Salpha,CSV,SR
Historical,LU,cSAR-IIASA,Global,1900-2015,Species richness,Mammals,%,-5.99546754,Alpha,Salpha,CSV,SR
SSP1xRCP2.6,LU,cSAR-IIASA,Global,2015-2050,Species richness,Mammals,%,-0.64,Alpha,Salpha,CSV,SR
SSP3xRCP6.0,LU,cSAR-IIASA,Global,2015-2050,Species richness,Mammals,%,-1.16,Alpha,Salpha,CSV,SR
SSP5xRCP8.5,LU,cSAR-IIASA,Global,2015-2050,Species richness,Mammals,%,-0.99,Alpha,Salpha,CSV,SR
Historical,LU,cSAR-IIASA,Global,1900-2015,Species richness,Plants,%,-7.34,Alpha,Salpha,CSV,SR
SSP1xRCP2.6,LU,cSAR-IIASA,Global,2015-2050,Species richness,Plants,%,-0.24,Alpha,Salpha,CSV,SR
SSP3xRCP6.0,LU,cSAR-IIASA,Global,2015-2050,Species richness,Plants,%,-1.43,Alpha,Salpha,CSV,SR
SSP5xRCP8.5,LU,cSAR-IIASA,Global,2015-2050,Species richness,Plants,%,-0.84,Alpha,Salpha,CSV,SR
Historical,LU,cSAR-IIASA,Global,1900-2015,Species richness,Reptiles,%,-8.7,Alpha,Salpha,CSV,SR
SSP1xRCP2.6,LU,cSAR-IIASA,Global,2015-2050,Species richness,Reptiles,%,-0.59,Alpha,Salpha,CSV,SR
SSP3xRCP6.0,LU,cSAR-IIASA,Global,2015-2050,Species richness,Reptiles,%,-1.99,Alpha,Salpha,CSV,SR
